TabooSize,bestLocal
0,106910966
1,106917207
2,106911957
3,106923714
4,106921109
5,106924237
6,106924227
7,106925238
8,106925243
9,106925243
10,106925218
11,106924740
12,106925258
13,106925248
14,106925223
15,106925243
16,106925248
17,106925243
18,106925243
19,106925213
20,106925253
21,106925258
22,106925243
23,106925258
24,106925258
25,106925258
26,106925258
27,106925248
28,106925258
29,106924903
30,106924928
31,106924943
32,106924851
33,106924821
34,106924861
35,106924866
36,106924861
37,106924901
38,106925149
39,106924994
40,106924974
41,106925054
42,106925084
43,106925069
44,106924561
45,106925084
46,106925117
47,106925082
48,106924876
49,106925220
50,106925252
51,106925260
52,106925205
53,106920953
54,106925112
55,106925057
56,106924992
57,106925007
58,106925165
59,106925252
60,106924957
61,106923996
62,106924972
63,106924947
64,106925182
65,106924111
66,106925222
67,106925232
68,106925222
69,106925162
70,106925237
71,106925067
72,106925187
73,106920448
74,106923090
75,106920465
76,106915200
77,106915200
78,106910966
79,106910966
80,106914247
81,106921989
82,106915200
83,106915200
84,106915200
85,106910966
86,106910966
87,106910966
88,106910966
89,106910966
90,106911286
91,106910966
92,106910966
93,106910966
94,106910966
95,106910966
96,106910966
97,106910966
98,106910966
99,106910966
100,106910966
101,106910966
102,106910966
103,106910966
104,106910966
105,106910966
