TabooSize,bestLocal
394,1094968
395,1094968
396,1094968
397,1094968
398,1094968
399,1094968
400,1094968
401,1094968
402,1094968
403,1094968
404,1094968
405,1094968
406,1094968
407,1094968
408,1094968
409,1094968
410,1094968
411,1094968
412,1094968
413,1094968
414,1094968
415,1094968
416,1094968
417,1094968
418,1094968
419,1094968
420,1094968
421,1094968
422,1094968
423,1094968
424,1094968
425,1094968
426,1094968
427,1094968
428,1094968
429,1094968
430,1094968
431,1094968
432,1094968
433,1094968
434,1094968
435,1094968
436,1094968
437,1094968
438,1094968
439,1094968
440,1094968
441,1094968
442,1094968
443,1094968
444,1094968
445,1094968
446,1094968
447,1094968
448,1094968
449,1094968
450,1094968
451,1094968
452,1094968
453,1094968
454,1094968
455,1094968
456,1094968
457,1094968
458,1094968
459,1094968
460,1094968
461,1094968
462,1094968
463,1094968
464,1094968
465,1094968
466,1094968
467,1094968
468,1094968
469,1094968
470,1094968
471,1094968
472,1094968
473,1094968
474,1094968
475,1094968
476,1094968
477,1094968
478,1094968
479,1094968
480,1094968
481,1094968
482,1094968
483,1094968
484,1094968
485,1094968
486,1094968
487,1094968
488,1094968
489,1094968
490,1094968
491,1094968
492,1094968
493,1094968
494,1094968
495,1094968
496,1094968
497,1094968
498,1094968
499,1094968
500,1094968
501,1094968
502,1094968
503,1094968
504,1094968
505,1094968
506,1094968
507,1094968
508,1094968
509,1094968
510,1094968
511,1094968
512,1094968
513,1094968
514,1094968
515,1094968
516,1094968
517,1094968
518,1094968
519,1094968
520,1094968
521,1094968
522,1094968
523,1094968
524,1094968
525,1094968
526,1094968
527,1094968
528,1094968
529,1094968
530,1094968
531,1094968
532,1094968
533,1094968
534,1094968
535,1094968
536,1094968
537,1094968
538,1094968
539,1094968
540,1094968
541,1094968
542,1094968
543,1094968
544,1094968
545,1094968
546,1094968
547,1094968
548,1094968
549,1094968
550,1094968
551,1094968
552,1094968
553,1094968
554,1094968
555,1094968
556,1094968
557,1094968
558,1094968
559,1094968
560,1094968
561,1094968
562,1094968
563,1094968
564,1094968
565,1094968
566,1094968
567,1094968
568,1094968
569,1094968
570,1094968
571,1094968
572,1094968
573,1094968
574,1094968
575,1094968
576,1094968
577,1094968
578,1094968
579,1094968
580,1094968
581,1094968
582,1094968
583,1094968
584,1094968
585,1094968
586,1094968
587,1094968
588,1094968
589,1094968
590,1094968
591,1094968
592,1094968
593,1094968
594,1094968
595,1094968
596,1094968
597,1094968
598,1094968
599,1094968
600,1094968
601,1094968
602,1094968
603,1094968
604,1094968
605,1094968
606,1094968
607,1094968
608,1094968
609,1094968
610,1094968
611,1094968
612,1094968
613,1094968
614,1094968
615,1094968
616,1094968
617,1094968
618,1094968
619,1094968
620,1094968
621,1094968
622,1094968
623,1094968
624,1094968
625,1094968
626,1094968
627,1094968
628,1094968
629,1094968
630,1094968
631,1094968
632,1094968
633,1094968
634,1094968
635,1094968
636,1094968
637,1094968
638,1094968
639,1094968
640,1094968
641,1094968
642,1094968
643,1094968
644,1094968
645,1094968
646,1094968
647,1094968
648,1094968
649,1094968
650,1094968
651,1094968
652,1094968
653,1094968
654,1094968
655,1094968
656,1094968
657,1094968
658,1094968
659,1094968
660,1094968
661,1094968
662,1094968
663,1094968
664,1094968
665,1094968
666,1094968
667,1094968
668,1094968
669,1094968
670,1094968
671,1094968
672,1094968
673,1094968
674,1094968
675,1094968
676,1094968
677,1094968
678,1094968
679,1094968
680,1094968
681,1094968
682,1094968
683,1094968
684,1094968
685,1094968
686,1094968
687,1094968
688,1094968
689,1094968
690,1094968
691,1094968
692,1094968
693,1094968
694,1094968
695,1094968
696,1094968
697,1094968
698,1094968
699,1094968
700,1094968
701,1094968
702,1094968
703,1094968
704,1094968
705,1094968
706,1094968
707,1094968
708,1094968
709,1094968
710,1094968
711,1094968
712,1094968
713,1094968
714,1094968
715,1094968
716,1094968
717,1094968
718,1094968
719,1094968
720,1094968
721,1094968
722,1094968
723,1094968
724,1094968
725,1094968
726,1094968
727,1094968
728,1094968
729,1094968
730,1094968
731,1094968
732,1094968
733,1094968
734,1094968
735,1094968
736,1094968
737,1094968
738,1094968
739,1094968
740,1094968
741,1094968
742,1094968
743,1094968
744,1094968
745,1094968
746,1094968
747,1094968
748,1094968
749,1094968
750,1094968
751,1094968
752,1094968
753,1094968
754,1094968
755,1094968
756,1094968
757,1094968
758,1094968
759,1094968
760,1094968
761,1094968
762,1094968
763,1094968
764,1094968
765,1094968
766,1094968
767,1094968
768,1094968
769,1094968
770,1094968
771,1094968
772,1094968
773,1094968
774,1094968
775,1094968
776,1094968
777,1094968
778,1094968
779,1094968
780,1094968
781,1094968
782,1094968
783,1094968
784,1094968
785,1094968
786,1094968
787,1094968
788,1094968
789,1094968
790,1094968
791,1094968
792,1094968
793,1094968
794,1094968
795,1094968
796,1094968
797,1094968
798,1094968
799,1094968
800,1094968
801,1094968
802,1094968
803,1094968
804,1094968
805,1094968
806,1094968
807,1094968
808,1094968
809,1094968
810,1094968
811,1094968
812,1094968
813,1094968
814,1094968
815,1094968
816,1094968
817,1094968
818,1094968
819,1094968
820,1094968
821,1094968
822,1094968
823,1094968
824,1094968
825,1094968
826,1094968
827,1094968
828,1094968
829,1094968
830,1094968
831,1094968
832,1094968
833,1094968
834,1094968
835,1094968
836,1094968
837,1094968
838,1094968
839,1094968
840,1094968
841,1094968
842,1094968
843,1094968
844,1094968
845,1094968
846,1094968
847,1094968
848,1094968
849,1094968
850,1094968
851,1094968
852,1094968
853,1094968
854,1094968
855,1094968
856,1094968
857,1094968
858,1094968
859,1094968
860,1094968
861,1094968
862,1094968
863,1094968
864,1094968
865,1094968
866,1094968
867,1094968
868,1094968
869,1094968
870,1094968
871,1094968
872,1094968
873,1094968
874,1094968
875,1094968
876,1094968
877,1094968
878,1094968
879,1094968
880,1094968
881,1094968
882,1094968
883,1094968
884,1094968
885,1094968
886,1094968
887,1094968
888,1094968
889,1094968
890,1094968
891,1094968
892,1094968
893,1094968
894,1094968
895,1094968
896,1094968
897,1094968
898,1094968
899,1094968
900,1094968
901,1094968
902,1094968
903,1094968
904,1094968
905,1094968
906,1094968
907,1094968
908,1094968
909,1094968
910,1094968
911,1094968
912,1094968
913,1094968
914,1094968
915,1094968
916,1094968
917,1094968
918,1094968
919,1094968
920,1094968
921,1094968
922,1094968
923,1094968
924,1094968
925,1094968
926,1094968
927,1094968
928,1094968
929,1094968
930,1094968
931,1094968
932,1094968
933,1094968
934,1094968
935,1094968
936,1094968
937,1094968
938,1094968
939,1094968
940,1094968
941,1094968
942,1094968
943,1094968
944,1094968
945,1094968
946,1094968
947,1094968
948,1094968
949,1094968
950,1094968
951,1094968
952,1094968
953,1094968
954,1094968
955,1094968
956,1094968
957,1094968
958,1094968
959,1094968
960,1094968
961,1094968
962,1094968
963,1094968
964,1094968
965,1094968
966,1094968
967,1094968
968,1094968
969,1094968
970,1094968
971,1094968
972,1094968
973,1094968
974,1094968
975,1094968
976,1094968
977,1094968
978,1094968
979,1094968
980,1094968
981,1094968
982,1094968
983,1094968
984,1094968
985,1094968
986,1094968
987,1094968
988,1094968
989,1094968
990,1094968
991,1094968
992,1094968
993,1094968
994,1094968
995,1094968
996,1094968
997,1094968
998,1094968
999,1094968
1000,1094968
1001,1094968
1002,1094968
1003,1094968
1004,1094968
1005,1094968
1006,1094968
1007,1094968
1008,1094968
1009,1094968
1010,1094968
1011,1094968
1012,1094968
1013,1094968
1014,1094968
1015,1094968
1016,1094968
1017,1094968
1018,1094968
1019,1094968
1020,1094968
1021,1094968
1022,1094968
1023,1094968
1024,1094968
1025,1094968
1026,1094968
1027,1094968
1028,1094968
1029,1094968
1030,1094968
1031,1094968
1032,1094968
1033,1094968
1034,1094968
1035,1094968
1036,1094968
1037,1094968
1038,1094968
1039,1094968
1040,1094968
1041,1094968
1042,1094968
1043,1094968
1044,1094968
1045,1094968
1046,1094968
1047,1094968
1048,1094968
1049,1094968
1050,1094968
1051,1094968
1052,1094968
1053,1094968
1054,1094968
1055,1094968
1056,1094968
1057,1094968
1058,1094968
1059,1094968
1060,1094968
1061,1094968
1062,1094968
1063,1094968
1064,1094968
1065,1094968
1066,1094968
1067,1094968
1068,1094968
1069,1094968
1070,1094968
1071,1094968
1072,1094968
1073,1094968
1074,1094968
1075,1094968
1076,1094968
1077,1094968
1078,1094968
1079,1094968
1080,1094968
1081,1094968
1082,1094968
1083,1094968
1084,1094968
1085,1094968
1086,1094968
1087,1094968
1088,1094968
1089,1094968
1090,1094968
1091,1094968
1092,1094968
1093,1094968
1094,1094968
1095,1094968
1096,1094968
1097,1094968
1098,1094968
1099,1094968
1100,1094968
1101,1094968
1102,1094968
1103,1094968
1104,1094968
1105,1094968
1106,1094968
1107,1094968
1108,1094968
1109,1094968
1110,1094968
1111,1094968
1112,1094968
1113,1094968
1114,1094968
1115,1094968
1116,1094968
1117,1094968
1118,1094968
1119,1094968
1120,1094968
1121,1094968
1122,1094968
1123,1094968
1124,1094968
1125,1094968
1126,1094968
1127,1094968
1128,1094968
1129,1094968
1130,1094968
1131,1094968
1132,1094968
1133,1094968
1134,1094968
1135,1094968
1136,1094968
1137,1094968
1138,1094968
1139,1094968
1140,1094968
1141,1094968
1142,1094968
1143,1094968
1144,1094968
1145,1094968
1146,1094968
1147,1094968
1148,1094968
1149,1094968
1150,1094968
1151,1094968
1152,1094968
1153,1094968
1154,1094968
1155,1094968
1156,1094968
1157,1094968
1158,1094968
1159,1094968
1160,1094968
1161,1094968
1162,1094968
1163,1094968
1164,1094968
1165,1094968
1166,1094968
1167,1094968
1168,1094968
1169,1094968
1170,1094968
1171,1094968
1172,1094968
1173,1094968
1174,1094968
1175,1094968
1176,1094968
1177,1094968
1178,1094968
1179,1094968
1180,1094968
1181,1094968
1182,1094968
1183,1094968
1184,1094968
1185,1094968
1186,1094968
1187,1094968
1188,1094968
1189,1094968
1190,1094968
1191,1094968
1192,1094968
1193,1094968
1194,1094968
1195,1094968
1196,1094968
1197,1094968
1198,1094968
1199,1094968
1200,1094968
1201,1094968
1202,1094968
1203,1094968
1204,1094968
1205,1094968
1206,1094968
1207,1094968
1208,1094968
1209,1094968
1210,1094968
1211,1094968
1212,1094968
1213,1094968
1214,1094968
1215,1094968
1216,1094968
1217,1094968
1218,1094968
1219,1094968
1220,1094968
1221,1094968
1222,1094968
1223,1094968
1224,1094968
1225,1094968
1226,1094968
1227,1094968
1228,1094968
1229,1094968
1230,1094968
1231,1094968
1232,1094968
1233,1094968
1234,1094968
1235,1094968
1236,1094968
1237,1094968
1238,1094968
1239,1094968
1240,1094968
1241,1094968
1242,1094968
1243,1094968
1244,1094968
1245,1094968
1246,1094968
1247,1094968
1248,1094968
1249,1094968
1250,1094968
1251,1094968
1252,1094968
1253,1094968
1254,1094968
1255,1094968
1256,1094968
1257,1094968
1258,1094968
1259,1094968
1260,1094968
1261,1094968
1262,1094968
1263,1094968
1264,1094968
1265,1094968
1266,1094968
1267,1094968
1268,1094968
1269,1094968
1270,1094968
1271,1094968
1272,1094968
1273,1094968
1274,1094968
1275,1094968
1276,1094968
1277,1094968
1278,1094968
1279,1094968
1280,1094968
1281,1094968
1282,1094968
1283,1094968
1284,1094968
1285,1094968
1286,1094968
1287,1094968
1288,1094968
1289,1094968
1290,1094968
1291,1094968
1292,1094968
1293,1094968
1294,1094968
1295,1094968
1296,1094968
1297,1094968
1298,1094968
1299,1094968
1300,1094968
1301,1094968
1302,1094968
1303,1094968
1304,1094968
1305,1094968
1306,1094968
1307,1094968
1308,1094968
1309,1094968
1310,1094968
1311,1094968
1312,1094968
1313,1094968
1314,1094968
1315,1094968
1316,1094968
1317,1094968
1318,1094968
1319,1094968
1320,1094968
1321,1094968
1322,1094968
1323,1094968
1324,1094968
1325,1094968
1326,1094968
1327,1094968
1328,1094968
1329,1094968
1330,1094968
1331,1094968
1332,1094968
1333,1094968
1334,1094968
1335,1094968
1336,1094968
1337,1094968
1338,1094968
1339,1094968
1340,1094968
1341,1094968
1342,1094968
1343,1094968
1344,1094968
1345,1094968
1346,1094968
1347,1094968
1348,1094968
1349,1094968
1350,1094968
1351,1094968
1352,1094968
1353,1094968
1354,1094968
1355,1094968
1356,1094968
1357,1094968
1358,1094968
1359,1094968
1360,1094968
1361,1094968
1362,1094968
1363,1094968
1364,1094968
1365,1094968
1366,1094968
1367,1094968
1368,1094968
1369,1094968
1370,1094968
1371,1094968
1372,1094968
1373,1094968
1374,1094968
1375,1094968
1376,1094968
1377,1094968
1378,1094968
1379,1094968
1380,1094968
1381,1094968
1382,1094968
1383,1094968
1384,1094968
1385,1094968
1386,1094968
1387,1094968
1388,1094968
1389,1094968
1390,1094968
1391,1094968
1392,1094968
1393,1094968
1394,1094968
1395,1094968
1396,1094968
1397,1094968
1398,1094968
1399,1094968
1400,1094968
1401,1094968
1402,1094968
1403,1094968
1404,1094968
1405,1094968
1406,1094968
1407,1094968
1408,1094968
1409,1094968
1410,1094968
1411,1094968
1412,1094968
1413,1094968
1414,1094968
1415,1094968
1416,1094968
1417,1094968
1418,1094968
1419,1094968
1420,1094968
1421,1094968
1422,1094968
1423,1094968
1424,1094968
1425,1094968
1426,1094968
1427,1094968
1428,1094968
1429,1094968
1430,1094968
1431,1094968
1432,1094968
1433,1094968
1434,1094968
1435,1094968
1436,1094968
1437,1094968
1438,1094968
1439,1094968
1440,1094968
1441,1094968
1442,1094968
1443,1094968
1444,1094968
1445,1094968
1446,1094968
1447,1094968
1448,1094968
1449,1094968
1450,1094968
1451,1094968
1452,1094968
1453,1094968
1454,1094968
1455,1094968
1456,1094968
1457,1094968
1458,1094968
1459,1094968
1460,1094968
1461,1094968
1462,1094968
1463,1094968
1464,1094968
1465,1094968
1466,1094968
1467,1094968
1468,1094968
1469,1094968
1470,1094968
1471,1094968
1472,1094968
1473,1094968
1474,1094968
1475,1094968
1476,1094968
1477,1094968
1478,1094968
1479,1094968
1480,1094968
1481,1094968
1482,1094968
1483,1094968
1484,1094968
1485,1094968
1486,1094968
1487,1094968
1488,1094968
1489,1094968
1490,1094968
1491,1094968
1492,1094968
1493,1094968
1494,1094968
1495,1094968
1496,1094968
1497,1094968
1498,1094968
1499,1094968
1500,1094968
1501,1094968
1502,1094968
1503,1094968
1504,1094968
1505,1094968
1506,1094968
1507,1094968
1508,1094968
1509,1094968
1510,1094968
1511,1094968
1512,1094968
1513,1094968
1514,1094968
1515,1094968
1516,1094968
1517,1094968
1518,1094968
1519,1094968
1520,1094968
1521,1094968
1522,1094968
1523,1094968
1524,1094968
1525,1094968
1526,1094968
1527,1094968
1528,1094968
1529,1094968
1530,1094968
1531,1094968
1532,1094968
1533,1094968
1534,1094968
1535,1094968
1536,1094968
1537,1094968
1538,1094968
1539,1094968
1540,1094968
1541,1094968
1542,1094968
1543,1094968
1544,1094968
1545,1094968
1546,1094968
1547,1094968
1548,1094968
1549,1094968
1550,1094968
1551,1094968
1552,1094968
1553,1094968
1554,1094968
1555,1094968
1556,1094968
1557,1094968
1558,1094968
1559,1094968
1560,1094968
1561,1094968
1562,1094968
1563,1094968
1564,1094968
1565,1094968
1566,1094968
1567,1094968
1568,1094968
1569,1094968
1570,1094968
1571,1094968
1572,1094968
1573,1094968
1574,1094968
1575,1094968
1576,1094968
1577,1094968
1578,1094968
1579,1094968
1580,1094968
1581,1094968
1582,1094968
1583,1094968
1584,1094968
1585,1094968
1586,1094968
1587,1094968
1588,1094968
1589,1094968
1590,1094968
1591,1094968
1592,1094968
1593,1094968
1594,1094968
1595,1094968
1596,1094968
1597,1094968
1598,1094968
1599,1094968
1600,1094968
1601,1094968
1602,1094968
1603,1094968
1604,1094968
1605,1094968
1606,1094968
1607,1094968
1608,1094968
1609,1094968
1610,1094968
1611,1094968
1612,1094968
1613,1094968
1614,1094968
1615,1094968
1616,1094968
1617,1094968
1618,1094968
1619,1094968
1620,1094968
1621,1094968
1622,1094968
1623,1094968
1624,1094968
1625,1094968
1626,1094968
1627,1094968
1628,1094968
1629,1094968
1630,1094968
1631,1094968
1632,1094968
1633,1094968
1634,1094968
1635,1094968
1636,1094968
1637,1094968
1638,1094968
1639,1094968
1640,1094968
1641,1094968
1642,1094968
1643,1094968
1644,1094968
1645,1094968
1646,1094968
1647,1094968
1648,1094968
1649,1094968
1650,1094968
1651,1094968
1652,1094968
1653,1094968
1654,1094968
1655,1094968
1656,1094968
1657,1094968
1658,1094968
1659,1094968
1660,1094968
1661,1094968
1662,1094968
1663,1094968
1664,1094968
1665,1094968
1666,1094968
1667,1094968
1668,1094968
1669,1094968
1670,1094968
1671,1094968
1672,1094968
1673,1094968
1674,1094968
1675,1094968
1676,1094968
1677,1094968
1678,1094968
1679,1094968
1680,1094968
1681,1094968
1682,1094968
1683,1094968
1684,1094968
1685,1094968
1686,1094968
1687,1094968
1688,1094968
1689,1094968
1690,1094968
1691,1094968
1692,1094968
1693,1094968
1694,1094968
1695,1094968
1696,1094968
1697,1094968
1698,1094968
1699,1094968
1700,1094968
1701,1094968
1702,1094968
1703,1094968
1704,1094968
1705,1094968
1706,1094968
1707,1094968
1708,1094968
1709,1094968
1710,1094968
1711,1094968
1712,1094968
1713,1094968
1714,1094968
1715,1094968
1716,1094968
1717,1094968
1718,1094968
1719,1094968
1720,1094968
1721,1094968
1722,1094968
1723,1094968
1724,1094968
1725,1094968
1726,1094968
1727,1094968
1728,1094968
1729,1094968
1730,1094968
1731,1094968
1732,1094968
1733,1094968
1734,1094968
1735,1094968
1736,1094968
1737,1094968
1738,1094968
1739,1094968
1740,1094968
1741,1094968
1742,1094968
1743,1094968
1744,1094968
1745,1094968
1746,1094968
1747,1094968
1748,1094968
1749,1094968
1750,1094968
1751,1094968
1752,1094968
1753,1094968
1754,1094968
1755,1094968
1756,1094968
1757,1094968
1758,1094968
1759,1094968
1760,1094968
1761,1094968
1762,1094968
1763,1094968
1764,1094968
1765,1094968
1766,1094968
1767,1094968
1768,1094968
1769,1094968
1770,1094968
1771,1094968
1772,1094968
1773,1094968
1774,1094968
1775,1094968
1776,1094968
1777,1094968
1778,1094968
1779,1094968
1780,1094968
1781,1094968
1782,1094968
1783,1094968
1784,1094968
1785,1094968
1786,1094968
1787,1094968
1788,1094968
1789,1094968
1790,1094968
1791,1094968
1792,1094968
1793,1094968
1794,1094968
1795,1094968
1796,1094968
1797,1094968
1798,1094968
1799,1094968
1800,1094968
1801,1094968
1802,1094968
1803,1094968
1804,1094968
1805,1094968
1806,1094968
1807,1094968
1808,1094968
1809,1094968
1810,1094968
1811,1094968
1812,1094968
1813,1094968
1814,1094968
1815,1094968
1816,1094968
1817,1094968
1818,1094968
1819,1094968
1820,1094968
1821,1094968
1822,1094968
1823,1094968
1824,1094968
1825,1094968
1826,1094968
1827,1094968
1828,1094968
1829,1094968
1830,1094968
1831,1094968
1832,1094968
1833,1094968
1834,1094968
1835,1094968
1836,1094968
1837,1094968
1838,1094968
1839,1094968
1840,1094968
1841,1094968
1842,1094968
1843,1094968
1844,1094968
1845,1094968
1846,1094968
1847,1094968
1848,1094968
1849,1094968
1850,1094968
1851,1094968
1852,1094968
1853,1094968
1854,1094968
1855,1094968
1856,1094968
1857,1094968
1858,1094968
1859,1094968
1860,1094968
1861,1094968
1862,1094968
1863,1094968
1864,1094968
1865,1094968
1866,1094968
1867,1094968
1868,1094968
1869,1094968
1870,1094968
1871,1094968
1872,1094968
1873,1094968
1874,1094968
1875,1094968
1876,1094968
1877,1094968
1878,1094968
1879,1094968
1880,1094968
1881,1094968
1882,1094968
1883,1094968
1884,1094968
1885,1094968
1886,1094968
1887,1094968
1888,1094968
1889,1094968
1890,1094968
1891,1094968
1892,1094968
1893,1094968
1894,1094968
1895,1094968
1896,1094968
1897,1094968
1898,1094968
1899,1094968
1900,1094968
1901,1094968
1902,1094968
1903,1094968
1904,1094968
1905,1094968
1906,1094968
1907,1094968
1908,1094968
1909,1094968
1910,1094968
1911,1094968
1912,1094968
1913,1094968
1914,1094968
1915,1094968
1916,1094968
1917,1094968
1918,1094968
1919,1094968
1920,1094968
1921,1094968
1922,1094968
1923,1094968
1924,1094968
1925,1094968
1926,1094968
1927,1094968
1928,1094968
1929,1094968
1930,1094968
1931,1094968
1932,1094968
1933,1094968
1934,1094968
1935,1094968
1936,1094968
1937,1094968
1938,1094968
1939,1094968
1940,1094968
1941,1094968
1942,1094968
1943,1094968
1944,1094968
1945,1094968
1946,1094968
1947,1094968
1948,1094968
1949,1094968
1950,1094968
1951,1094968
1952,1094968
1953,1094968
1954,1094968
1955,1094968
1956,1094968
1957,1094968
1958,1094968
1959,1094968
1960,1094968
1961,1094968
1962,1094968
1963,1094968
1964,1094968
1965,1094968
1966,1094968
1967,1094968
1968,1094968
1969,1094968
1970,1094968
1971,1094968
1972,1094968
1973,1094968
1974,1094968
1975,1094968
1976,1094968
1977,1094968
1978,1094968
1979,1094968
1980,1094968
1981,1094968
1982,1094968
1983,1094968
1984,1094968
1985,1094968
1986,1094968
1987,1094968
1988,1094968
1989,1094968
1990,1094968
1991,1094968
1992,1094968
1993,1094968
1994,1094968
1995,1094968
1996,1094968
1997,1094968
1998,1094968
1999,1094968
2000,1094968
2001,1094968
2002,1094968
2003,1094968
2004,1094968
2005,1094968
2006,1094968
2007,1094968
2008,1094968
2009,1094968
2010,1094968
2011,1094968
2012,1094968
2013,1094968
2014,1094968
2015,1094968
2016,1094968
2017,1094968
2018,1094968
2019,1094968
2020,1094968
2021,1094968
2022,1094968
2023,1094968
2024,1094968
2025,1094968
2026,1094968
2027,1094968
2028,1094968
2029,1094968
2030,1094968
2031,1094968
2032,1094968
2033,1094968
2034,1094968
2035,1094968
2036,1094968
2037,1094968
2038,1094968
2039,1094968
2040,1094968
2041,1094968
2042,1094968
2043,1094968
2044,1094968
2045,1094968
2046,1094968
2047,1094968
2048,1094968
2049,1094968
2050,1094968
2051,1094968
2052,1094968
2053,1094968
2054,1094968
2055,1094968
2056,1094968
2057,1094968
2058,1094968
2059,1094968
2060,1094968
2061,1094968
2062,1094968
2063,1094968
2064,1094968
2065,1094968
2066,1094968
2067,1094968
2068,1094968
2069,1094968
2070,1094968
2071,1094968
2072,1094968
2073,1094968
2074,1094968
2075,1094968
2076,1094968
2077,1094968
2078,1094968
2079,1094968
2080,1094968
2081,1094968
2082,1094968
2083,1094968
2084,1094968
2085,1094968
2086,1094968
2087,1094968
2088,1094968
2089,1094968
2090,1094968
2091,1094968
2092,1094968
2093,1094968
2094,1094968
2095,1094968
2096,1094968
2097,1094968
2098,1094968
2099,1094968
2100,1094968
2101,1094968
2102,1094968
2103,1094968
2104,1094968
2105,1094968
2106,1094968
2107,1094968
2108,1094968
2109,1094968
2110,1094968
2111,1094968
2112,1094968
2113,1094968
2114,1094968
2115,1094968
2116,1094968
2117,1094968
2118,1094968
2119,1094968
2120,1094968
2121,1094968
2122,1094968
2123,1094968
2124,1094968
2125,1094968
2126,1094968
2127,1094968
2128,1094968
2129,1094968
2130,1094968
2131,1094968
2132,1094968
2133,1094968
2134,1094968
2135,1094968
2136,1094968
2137,1094968
2138,1094968
